rating,date,context,year,context_cleaned,text_len,word_count,rating_group,is_positive,month,day,weekday,weekday_num,year_month,text_has_emoji,text_has_url,tfidf_vector_1,tfidf_vector_2,tfidf_vector_3,tfidf_vector_4,tfidf_vector_5,tfidf_vector_6,tfidf_vector_7,tfidf_vector_8,tfidf_vector_9,tfidf_vector_10,tfidf_vector_11,tfidf_vector_12,tfidf_vector_13,tfidf_vector_14,tfidf_vector_15,tfidf_vector_16,tfidf_vector_17,tfidf_vector_18,tfidf_vector_19,tfidf_vector_20,top_keywords
3.0,2026-01-10,"2025.11.02 아들친구랑 함께하는 여행길에 아이들을 위해 경전철을 약1시간정도 타고 오후쯤 도착했는데 하필 날씨가 갑자기 추워져서 놀이기구는 타지 못하고 사람구경과 풍경구경을 하고 왔습니다. 공기 좋은 곳에 자연을 친구 삼아 뛰놀기를 바랬는데, 아쉬운 날이였습니다. 날씨 좋은 날 다시 오고 싶습니다.",2026,"2025.11.02 아들친구랑 함께하는 여행길에 아이들을 위해 경전철을 약1시간정도 타고 오후쯤 도착했는데 하필 날씨가 갑자기 추워져서 놀이기구는 타지 못하고 사람구경과 풍경구경을 하고 왔습니다. 공기 좋은 곳에 자연을 친구 삼아 뛰놀기를 바랬는데, 아쉬운 날이였습니다. 날씨 좋은 날 다시 오고 싶습니다.",171,39,보통(3),0,1,10,Saturday,5,2026-01,1,0,0.18722828504372824,-0.06625449358464028,-0.09191861552083425,-0.20927120523680956,0.041442560691324314,-0.10847006838339146,-0.11745765539891406,0.035178532632841736,0.08116097025602827,0.0018814983984536285,-0.15670260932452817,-0.07675299580241231,0.4096162674456593,0.19514254281815926,-0.11784831909622377,-0.04618756082633156,-0.054143872476274016,0.19204176899327777,-0.2988589463479273,0.12075001571580356,"좋은, 날씨가, 하고, 놀이기구는, 타고"
5.0,2026-01-13,1월 13일 오전 10시에 도착. 마성ic에서 유료주차장 오는 길이 공공도로가 아니여서 그런지 제설이 안되어 있었음. 사람 거의 없는데 전날 밤에 눈이 와서 놀이기구마다 눈 치우느라 가동을 안함. 스카이 뭐시기 등도 한참 뒤에 운행했고 실내 건물형 총쏘는거랑 4d 이런거만 운영함. 놀이기구에 언제 운영예정인지도 안붙고 물어보면 20분쯤 뒤에 시작할꺼 같다고 했는데 결국 오후 3시에 가동함. 허리케인 2시 가동. 바이킹 3시 가동. 롤러코스터류 10시 오픈이라고 되어있는데 종일 점검중으로 떠 있음. 눈썰매장도 손님이 적어서 그런건지 걸어서 올라가게함.. 사파리는 오전에 탈게 없어서 30분 대기. 오후에는 10분 대기로 바뀜.,2026,1월 13일 오전 10시에 도착. 마성ic에서 유료주차장 오는 길이 공공도로가 아니여서 그런지 제설이 안되어 있었음. 사람 거의 없는데 전날 밤에 눈이 와서 놀이기구마다 눈 치우느라 가동을 안함. 스카이 뭐시기 등도 한참 뒤에 운행했고 실내 건물형 총쏘는거랑 4d 이런거만 운영함. 놀이기구에 언제 운영예정인지도 안붙고 물어보면 20분쯤 뒤에 시작할꺼 같다고 했는데 결국 오후 3시에 가동함. 허리케인 2시 가동. 바이킹 3시 가동. 롤러코스터류 10시 오픈이라고 되어있는데 종일 점검중으로 떠 있음. 눈썰매장도 손님이 적어서 그런건지 걸어서 올라가게함.. 사파리는 오전에 탈게 없어서 30분 대기. 오후에는 10분 대기로 바뀜.,352,81,높음(4-5),1,1,13,Tuesday,1,2026-01,1,0,0.17866345724616742,-0.12149330788028743,-0.005836551583954347,0.0704004679322286,-0.02739641410347673,-0.06752657870705897,0.048058441185515464,0.09611839792463762,0.015877045661988984,-0.0018477263046082575,-0.1389110552451997,-0.06338584721256658,-0.1674274790030313,0.08031110925510661,0.05141512754458497,0.007998844258010226,0.18781442165536774,0.06420375275507924,0.029595475974205098,-0.00912938170676286,"오후, 있음, 10시, 그런지, 없어서"
4.0,2025-11-23,"다양한 구역별로 볼거리, 즐길거리가 많아서 좋습니다.  특히 주토피아와 매직랜드에서 아이랑 즐길거리가 많아서 좋았습니다~  로스트밸리, 사파리월드, 아마존익스프레스 등 익사이팅한 볼거리가 많으며,  주말에 60분정도 기다릴수도 있는데 기다림이 싫으시면 Q-PASS 구입 추천합니다.  걷기도 많이 걷는데 중간중간의 스카이웨이, 휴먼스카이, 스카이크루즈로 이동하면 진짜 편합니다!^^",2025,"다양한 구역별로 볼거리, 즐길거리가 많아서 좋습니다. 특히 주토피아와 매직랜드에서 아이랑 즐길거리가 많아서 좋았습니다~ 로스트밸리, 사파리월드, 아마존익스프레스 등 익사이팅한 볼거리가 많으며, 주말에 60분정도 기다릴수도 있는데 기다림이 싫으시면 Q-PASS 구입 추천합니다. 걷기도 많이 걷는데 중간중간의 스카이웨이, 휴먼스카이, 스카이크루즈로 이동하면 진짜 편합니다!^^",209,38,높음(4-5),1,11,23,Sunday,6,2025-11,1,0,0.25119744536867067,-0.0807429656586707,-0.18401110249604066,0.002913974207637281,0.08025683187875725,-0.06560442386374245,-0.11419511826395988,0.048030161880429,0.07925585001231807,-0.08924604009583866,-0.11710995895279232,0.042890066260739206,-0.16084184611960115,-0.014172464792961564,-0.08207123481536716,-0.046899042105640616,-0.02874160733886498,-0.08317191608967806,-0.038582456958988,0.07974470129520674,"많아서, 추천합니다, 좋았습니다, 로스트밸리, 좋습니다"
4.0,2025-11-11,아이들이 원해서 k-데몬헌터스 체험하러 가서 놀이기구도 타고 즐거운 경험 하고 가요~ 실내에 쉴 수 있는(바람 막을수 있는곳들)장소들이 식당밖에 없어서 그점은 아쉬워요..  11월10일에 다녀왔고 롱패딩챙겨갓는데 하루종일 있기에는 아주 도움 됬답니다.,2025,아이들이 원해서 k-데몬헌터스 체험하러 가서 놀이기구도 타고 즐거운 경험 하고 가요~ 실내에 쉴 수 있는(바람 막을수 있는곳들)장소들이 식당밖에 없어서 그점은 아쉬워요.. 11월10일에 다녀왔고 롱패딩챙겨갓는데 하루종일 있기에는 아주 도움 됬답니다.,139,29,높음(4-5),1,11,11,Tuesday,1,2025-11,1,0,0.2312883628877993,-0.14355609223805132,-0.06796725903673773,-0.18971179550018075,0.06670684670165924,-0.09563079684474081,0.15120528156990623,-0.13609574592226892,0.18983183400663028,0.057767412765057,-0.036245132396245446,0.08869201534225872,0.19192430393815396,-0.13058454131575734,-0.23226867947340898,0.25466941712897767,0.159110066969176,-0.024182284162056287,-0.04128807121441041,0.07349823704299602,"가서, 놀이기구도, 아주, 하고, 없어서"
5.0,2025-09-30,"주말 오후에 방문했더니 사람수가 딱 적당했습니다. 어릴때는 뭣도 모르고 기다리고 사람많아서 좋았는데, 이제는 또 다르잖아요? 나이트사파리까지 예약해서 잘 구경하고왔습니다!!",2025,"주말 오후에 방문했더니 사람수가 딱 적당했습니다. 어릴때는 뭣도 모르고 기다리고 사람많아서 좋았는데, 이제는 또 다르잖아요? 나이트사파리까지 예약해서 잘 구경하고왔습니다!!",96,16,높음(4-5),1,9,30,Tuesday,1,2025-09,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,2025-10-26,"여름에 방문하여 날씨는 더웠지만, 곳곳에 그늘과 시원한 분수, 미스트존이 있어서 생각보다 쾌적하게 즐길 수 있었어요.  놀이기구 대기줄은 조금 길었지만, 사파리월드와 로스트밸리는 여전히 가족 모두에게 인기였습니다. 아이들도 신나했지만, 어른들도 오랜만에 동심으로 돌아간 기분이었어요. 특히 여름 한정으로 운영되는 워터 퍼레이드와 야간 불꽃놀이가 정말 인상적이었습니다.  직원분들이 친절하고, 정리정돈이 잘 되어 있어서 하루 종일 기분 좋게 놀 수 있었습니다.",2025,"여름에 방문하여 날씨는 더웠지만, 곳곳에 그늘과 시원한 분수, 미스트존이 있어서 생각보다 쾌적하게 즐길 수 있었어요. 놀이기구 대기줄은 조금 길었지만, 사파리월드와 로스트밸리는 여전히 가족 모두에게 인기였습니다. 아이들도 신나했지만, 어른들도 오랜만에 동심으로 돌아간 기분이었어요. 특히 여름 한정으로 운영되는 워터 퍼레이드와 야간 불꽃놀이가 정말 인상적이었습니다. 직원분들이 친절하고, 정리정돈이 잘 되어 있어서 하루 종일 기분 좋게 놀 수 있었습니다.",254,51,높음(4-5),1,10,26,Sunday,6,2025-10,1,0,0.2654541500654888,-0.11539579563462103,-0.2262078408511187,-0.08188891332260821,-0.04207418842834757,0.33353539238119334,0.1842069433266263,-0.06941871317557242,-0.21329277873501254,-0.183888068069657,-0.08905653031126379,-0.08041949605706505,-0.14170494029703556,0.017865742092482973,-0.08599634393619915,-0.06555495100687274,-0.21677632261361615,-0.02380747448555743,-0.0429582974606441,-0.06234676511228534,"있어서, 조금, 즐길, 특히, 오랜만에"
5.0,2025-08-23,"즐길 수 있는 놀이기구가 다양해 어린 아이도 부담 없이 즐길 수 있었고, 캐릭터 퍼레이드에 아이가 푹 빠져 즐겁게 구경했답니다.  워터 페스티벌이 열려 무더운 여름에 시원하게 즐길 수 있었습니다. 물놀이 공연과 시원한 물줄기 덕분에 아이도 어른도 모두 흠뻑 웃으며 즐겼습니다.  유모차 대여, 기저귀 교환실 등 편의시설도 잘 갖춰져 있어 부모 입장에서도 만족스러웠습니다. 사람이 많은 주말에는 대기 시간이 길어질 수 있으니, 일찍 입장하는 걸 추천드려요",2025,"즐길 수 있는 놀이기구가 다양해 어린 아이도 부담 없이 즐길 수 있었고, 캐릭터 퍼레이드에 아이가 푹 빠져 즐겁게 구경했답니다. 워터 페스티벌이 열려 무더운 여름에 시원하게 즐길 수 있었습니다. 물놀이 공연과 시원한 물줄기 덕분에 아이도 어른도 모두 흠뻑 웃으며 즐겼습니다. 유모차 대여, 기저귀 교환실 등 편의시설도 잘 갖춰져 있어 부모 입장에서도 만족스러웠습니다. 사람이 많은 주말에는 대기 시간이 길어질 수 있으니, 일찍 입장하는 걸 추천드려요",251,55,높음(4-5),1,8,23,Saturday,5,2025-08,1,0,0.19873764649081763,-0.09210193579617588,-0.13015150465897404,0.024625698684819862,-0.14290980040910956,0.006437495369361296,0.11080182105555532,-0.23109829057013756,0.19182096429133813,-0.025354037826138882,0.08878933596169948,-0.2083671861866882,-0.06264832848827183,0.0991250031025157,0.13284996712193814,0.18350577398630802,0.013926698375107292,0.03959753074350552,0.04971910700537993,-0.08794106645834714,"즐길, 즐겁게, 시간이, 일찍, 있어"
4.0,2025-12-26,크리스마스 장식과 야경이 멋져요. 하지만 빨리 어두워져서 아쉬워요. 겨울엔.,2025,크리스마스 장식과 야경이 멋져요. 하지만 빨리 어두워져서 아쉬워요. 겨울엔.,42,9,높음(4-5),1,12,26,Friday,4,2025-12,1,0,0.07991201548898393,0.014122266294883655,0.0014828568362767955,-0.03812253058650281,-0.08218212847545842,0.007145907294563456,0.1598334428152997,0.11450865730087131,0.044084348855993355,0.021768011116045382,-0.18607571992015107,-0.09849465098269204,0.017262787145780473,-0.16510813870562266,0.1863434273420786,-0.04128576723267999,-0.25913300464043393,0.05225053246988145,0.039228443849621854,-0.07329200322305356,하지만
5.0,2025-10-31,"저는 에버랜드 할로윈 시즌 때 가보는게 버킷리스트 였어요!! 오픈부터 마감까지 하루종일 에버랜드에 있으면서 티엑스, 다양한 놀이기구도 타고 귀여운 호랑이와 판다들도 봤구요!! 아 마녀 분장집에서 분장 받았는데 만족했어요 가격이 좀 부담되긴 하지만 한번쯤은 추천드립니다아!! 좀비공연 지연되긴 했으나 멋있는 공연이었어요 공연 끝나고 같이 사진 찍을 수 있어서 너무너무 좋았어요 겨울 때 에버랜드 추웠지만 환상의 나라에서 꿈을 꾸는 듯한 기분을 맘껏 느낄 수 있어서 행복했습니다!!",2025,"저는 에버랜드 할로윈 시즌 때 가보는게 버킷리스트 였어요!! 오픈부터 마감까지 하루종일 에버랜드에 있으면서 티엑스, 다양한 놀이기구도 타고 귀여운 호랑이와 판다들도 봤구요!! 아 마녀 분장집에서 분장 받았는데 만족했어요 가격이 좀 부담되긴 하지만 한번쯤은 추천드립니다아!! 좀비공연 지연되긴 했으나 멋있는 공연이었어요 공연 끝나고 같이 사진 찍을 수 있어서 너무너무 좋았어요 겨울 때 에버랜드 추웠지만 환상의 나라에서 꿈을 꾸는 듯한 기분을 맘껏 느낄 수 있어서 행복했습니다!!",267,56,높음(4-5),1,10,31,Friday,4,2025-10,1,0,0.32277861326796836,-0.3034981510682095,0.25367245263953386,-0.12455531476098991,0.04114907412927794,0.03407239789652322,0.32284611690558174,-0.1024434381867441,-0.05364484313259524,-0.0019691731260807464,-0.3664571223599463,0.008928085838042698,0.08102134130312849,-0.07870745311604797,-0.12172512104633938,-0.18884472441768715,-0.19064272621627504,-0.06691399558308242,-0.04081210305744066,-0.021697199246818462,"있어서, 에버랜드, 환상의, 할로윈, 놀이기구도"
5.0,2025-08-23,"수도권에 있는 놀이공원 중 가장 크고, 프로그램이 알찬 곳. 크게 동물원과 놀이공원으로 구분할 수 있고, 공휴일이나 주말에는 놀이기구 타기 위해서 대기를 해야함. 대기 시간이 70분이라고 게시되어 있으면 실제로는50~55분 정도 기다렸었음. 타고 싶은 놀이기구를 생각하고 어플에서 대기 시간을 실시간으로 체크, 전략적으로 줄이 짧은 곳으로 가는것이 바람직. 주차는 입구 앞은 유료주차장 이며, 먼곳에 위치한 무료주차장도 셔틀버스가 잘 되어 있어서 이용하기에 용이함. 그리고 여러가지 할인 옵션이 있으므로 사전에 확인하고 예약하는 것을 추천합니다.",2025,"수도권에 있는 놀이공원 중 가장 크고, 프로그램이 알찬 곳. 크게 동물원과 놀이공원으로 구분할 수 있고, 공휴일이나 주말에는 놀이기구 타기 위해서 대기를 해야함. 대기 시간이 70분이라고 게시되어 있으면 실제로는50~55분 정도 기다렸었음. 타고 싶은 놀이기구를 생각하고 어플에서 대기 시간을 실시간으로 체크, 전략적으로 줄이 짧은 곳으로 가는것이 바람직. 주차는 입구 앞은 유료주차장 이며, 먼곳에 위치한 무료주차장도 셔틀버스가 잘 되어 있어서 이용하기에 용이함. 그리고 여러가지 할인 옵션이 있으므로 사전에 확인하고 예약하는 것을 추천합니다.",305,66,높음(4-5),1,8,23,Saturday,5,2025-08,1,0,0.3054618413216842,-0.1862986520660348,-0.2379602515411504,0.09938916197377107,0.08745408503238887,0.10007715162027131,0.21012709945126862,-0.05327799399194235,0.1364275600958234,-0.0006144134173871297,-0.11108351122647182,-0.03809786071631808,-0.007523298918870624,-0.05565101735657338,0.04905552558187713,0.12573617673486812,0.053923535124343655,-0.03785696238730388,-0.11265001187125102,0.0281183940352583,"대기, 추천합니다, 시간이, 정도, 줄이"
